ID,L0_Q1,L0_Q2,L0_Q3,L0_Q4,L0_Q5,L1_Q1,L1_Q2,L1_Q3,L1_Q4,L1_Q5,L2_Q1,L2_Q2,L2_Q3,L2_Q4,L2_Q5,L3_Q1,L3_Q2,L3_Q3,L3_Q4,L3_Q5,L4_Q1,L4_Q2,L4_Q3,L4_Q4,L4_Q5,L5_Q1,L5_Q2,L5_Q3,L5_Q4,L5_Q5
1,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;,n;n;n;n;n;
